"name","playerid","new_TBF","TBF","Source","TBF_adj_rate"
"Joshawn Lampson","sa3021512",4.942,NA,NA,NA
"Joshua Cornielly","sa3005890",111.6855,NA,NA,NA
"Joshua Loeschorn","sa3020837",4.54,NA,NA,NA
"Joshua Quezada","sa3021789",4.823,NA,NA,NA
"Josiah Gray","24580",139.220964705882,221.609,"REZ1",0.628227936166322
"Josias De Los Santos","sa3006508",4.771,NA,NA,NA
"Josimar Cousin","sa3021579",87.674,NA,NA,NA
"Josmar Acevedo","sa3019062",4.905,NA,NA,NA
"Josnier Parra","sa3021488",4.995,NA,NA,NA
"Jostin Florentino","sa3021510",4.799,NA,NA,NA
"Josue Arias","sa3018350",5.005,NA,NA,NA
"Josue Carmona","sa3017979",5.074,NA,NA,NA
"Josue Panacual","sa3010568",4.591,NA,NA,NA
"Jovani Moran","20422",29.2444285714286,91.538,"REZ1",0.319478561596589
"Jovi Galvez","sa3018837",5.299,NA,NA,NA
"Juan Abreu","sa3017200",4.824,NA,NA,NA
"Juan Amarante","sa3019048",4.654,NA,NA,NA
"Juan Archbold","sa3021543",4.927,NA,NA,NA
"Juan Arnaud","sa3018294",4.838,NA,NA,NA
"Juan Bello","sa3019615",4.568,NA,NA,NA
"Juan Burgos","sa3009272",4.514,NA,NA,NA
"Juan Carela","sa3009237",224.738,NA,NA,NA
"Juan Cota","sa3021984",4.889,NA,NA,NA
"Juan Daniel Encarnacion","sa3008697",185.7105,NA,NA,NA
"Juan De La Cruz","sa3019171",4.758,NA,NA,NA
"Juan De Los Santos","sa3010808",4.602,NA,NA,NA
"Juan Duran","sa3022262",5.033,NA,NA,NA
"Juan Henriquez","sa3022136",5.03,NA,NA,NA
"Juan Hillman","sa874796",144.213,NA,NA,NA
"Juan Manuel Abril","sa3002921",4.845,NA,NA,NA
"Juan Martinez","sa3009219",4.777,NA,NA,NA
"Juan Martinez","sa3016278",4.683,NA,NA,NA
"Juan Mateo","sa3015279",4.742,NA,NA,NA
"Juan Mejia","sa3002949",4.415,NA,NA,NA
"Juan Mejia","sa3003159",127.8198,NA,NA,NA
"Juan Mendez","sa3015336",4.645,NA,NA,NA
"Juan Mercedes","sa3002818",252.159,NA,NA,NA
"Juan Mercedes","sa3019563",4.63,NA,NA,NA
"Juan Minaya","10341",4.431,NA,NA,NA
"Juan Morillo","sa917772",93.231,NA,NA,NA
"Juan Nunez","sa3015464",48.331,NA,NA,NA
"Juan Nunez","sa3019504",4.717,NA,NA,NA
"Juan Nunez","sa828600",126.7525,NA,NA,NA
"Juan Oramas","sa3018853",5.015,NA,NA,NA
"Juan Ortega","sa3019190",5.181,NA,NA,NA
"Juan Ozuna","sa3019085",5.092,NA,NA,NA
"Juan Pablo Lopez","sa3004647",4.587,NA,NA,NA
"Juan Pinto","sa3018295",4.937,NA,NA,NA
"Juan Rasquin","sa3021781",4.905,NA,NA,NA
"Juan Reynoso","sa3017790",4.869,NA,NA,NA
"Juan Rodriguez","sa3016615",4.782,NA,NA,NA
"Juan Rojas","sa3016285",4.674,NA,NA,NA
"Juan Salas","sa3016216",4.509,NA,NA,NA
"Juan Sanchez","sa3005444",79.2045,NA,NA,NA
"Juan Sanchez","sa3018360",4.845,NA,NA,NA
"Juan Severino","sa3016290",4.983,NA,NA,NA
"Juan Soto","sa3016025",4.758,NA,NA,NA
"Juan Then","22828",102.961333333333,196.648,"REZ1",0.523581899298917
"Juan Valera","sa3021570",4.703,NA,NA,NA
"Juan Zapata","sa3005452",127.246,NA,NA,NA
"Juanmi Vasquez","sa3020344",4.789,NA,NA,NA
"Juaron WattsBrown","sa3023352",4.57,NA,NA,NA
"Julian Aguiar","30031",271.9265,250.574,"REZ1",1.08521434785732
"Julian Bosnic","sa3020734",4.744,NA,NA,NA
"Julian Fernandez","18341",4.348,NA,NA,NA
"Julian Garcia","sa918182",4.394,NA,NA,NA
"Julian Merryweather","16703",188.759,86.391,"REZ1",2.18493824588209
"Julian Smith","sa3010129",4.653,NA,NA,NA
"Julian Valdez","sa3010656",4.764,NA,NA,NA
"Julio  Marte","sa3021740",4.625,NA,NA,NA
"Julio Bonilla","sa3011372",4.817,NA,NA,NA
"Julio Dilone","sa3015085",4.728,NA,NA,NA
"Julio Frias","sa873218",4.778,NA,NA,NA
"Julio Goff","sa3009247",4.618,NA,NA,NA
"Julio Mendez","sa3019580",4.694,NA,NA,NA
"Julio Ortiz","sa3009615",4.796,NA,NA,NA
"Julio Pinto","sa736965",4.409,NA,NA,NA
"Julio Polanco","sa3024522",4.898,NA,NA,NA
"Julio Ramirez","sa3019194",5.123,NA,NA,NA
"Julio Robaina","sa3006817",179.213,NA,NA,NA
"Julio Rodriguez","sa3007992",116.726,NA,NA,NA
"Julio Rosario","sa3021492",4.728,NA,NA,NA
"Julio Teheran","6797",128.8545,189.762,"REZ1",0.679032156069181
"Julio Urias","14765",126.727285714286,433.028,"REZ1",0.292653790780933
"Julio Zapata","sa3018364",4.914,NA,NA,NA
"Junior Cerda","sa3016234",4.645,NA,NA,NA
"Junior Fernandez","18496",4.382,NA,NA,NA
"Junior Flores","sa3015479",4.796,NA,NA,NA
"Junior Garcia","sa737032",4.365,NA,NA,NA
"Junior Guerra","5702",4.456,NA,NA,NA
"Junior Mieses","sa3005258",4.753,NA,NA,NA
"Junior Montero","sa3008701",4.796,NA,NA,NA
"Junior Pina","sa3016911",5.152,NA,NA,NA
"Junior Sanchez","sa3022009",5,NA,NA,NA
"Junior Santos","sa3005470",151.2015,NA,NA,NA
"Junior William","sa3016072",4.766,NA,NA,NA
"Justin Anderson","16201",266.593176470588,206.412,"REZ1",1.29155851631973
"Justin Armbruester","sa3017548",235.7255,NA,NA,NA
"Justin Bruihl","23779",110.214166666667,117.825,"REZ1",0.935405615672961
"Justin Bullock","sa3005213",4.423,NA,NA,NA
"Justin Caceres","sa3018838",5.092,NA,NA,NA
"Justin Courtney","sa3015069",4.384,NA,NA,NA
"Justin Dillon","sa659283",4.353,NA,NA,NA
"Justin Dunn","19268",4.498,NA,NA,NA
"Justin Evans","sa3014795",4.452,NA,NA,NA
"Justin Fall","sa3017540",4.604,NA,NA,NA
"Justin Garza","19784",107.55525,119.459,"REZ1",0.900352840723596
"Justin Grimm","11720",4.384,NA,NA,NA
"Justin Hagenman","sa3008022",97.3815285714286,NA,NA,NA
"Justin Jarvis","sa3007775",206.698,NA,NA,NA
"Justin Kelly","sa3017072",86.7135,NA,NA,NA
"Justin King","sa3018278",114.8896,NA,NA,NA
"Justin Lange","sa3014517",4.638,NA,NA,NA
"Justin Lasko","sa1052944",4.42,NA,NA,NA
"Justin Lawrence","17639",262.717352941176,117.461,"REZ1",2.23663473783789
"Justin Lawson","sa3023504",4.419,NA,NA,NA
"Justin Lewis","sa3008577",4.454,NA,NA,NA
"Justin Maese","sa875002",4.386,NA,NA,NA
"Justin Martinez","24453",303.276235294118,331.596,"REZ1",0.914595578035072
"Justin Meis","sa3017207",159.243,NA,NA,NA
"Justin Militello","sa3023568",4.981,NA,NA,NA
"Justin Miller","8580",4.369,NA,NA,NA
"Justin Nicolino","11754",4.433,NA,NA,NA
"Justin Sanchez","sa3022416",4.789,NA,NA,NA
"Justin Showalter","sa3025114",4.73,NA,NA,NA
"Justin Slaten","25648",264.999647058823,228.134,"REZ1",1.1615964611098
"Justin Steele","17312",665.434352941176,618.678,"REZ1",1.07557461707249
"Justin Sterner","27694",191.239,208.123,"REZ1",0.918874896095098
"Justin Storm","sa3022797",4.421,NA,NA,NA
"Justin Topa","15145",193.361058823529,147.382,"REZ1",1.31197201031014
"Justin Verlander","8700",523.481705882353,379.835,"REZ1",1.37818185760226
"Justin Wilson","4301",247.690470588235,300.516,"REZ1",0.824217248293719
"Justin Wilson","sa3008166",4.398,NA,NA,NA
"Justin Wrobleski","31204",204.164,249.8,"REZ1",0.817309847878303
"Justin Yeager","sa3010825",101.691,NA,NA,NA
"Justus Sheffield","17285",149.7055,NA,NA,NA
"KC Hunt","sa3022937",192.13,NA,NA,NA
"Kade McClure","sa915622",134.2005,NA,NA,NA
"Kade Mechals","sa3020322",4.59,NA,NA,NA
"Kade Morris","sa3023206",279.2025,NA,NA,NA
"Kade Strowd","sa3011418",125.134083333333,NA,NA,NA
"Kai Peterson","sa3023453",4.655,NA,NA,NA
"Kai Wynyard","sa3015311",4.511,NA,NA,NA
"KaiWei Lin","sa919537",4.346,NA,NA,NA
"KaiWei Teng","24282",143.856036363636,139.723,"REZ1",1.0295802148797
"Kaleb Bowman","sa3020745",121.681,NA,NA,NA
"Kaleb Ort","20061",240.941470588235,172.299,"REZ1",1.39839157852475
"Kaleb Roper","sa3010110",4.387,NA,NA,NA
"Kamdyn Perry","sa3023663",4.745,NA,NA,NA
"Kamron Fields","sa3017919",4.827,NA,NA,NA
"Kannon Handy","sa3023178",4.753,NA,NA,NA
"Karan Patel","sa1169765",4.459,NA,NA,NA
"Karl Kauffmann","27488",253.073083333333,172.036,"REZ1",1.47104724205011
"Karlo Seijas","sa3006369",4.712,NA,NA,NA
"Karlos Morales","sa3005285",4.658,NA,NA,NA
"Karson Milbrandt","sa3020659",4.653,NA,NA,NA
"Kasey Ford","sa3017099",75.7595,NA,NA,NA
"Kasey Kalich","sa1169633",4.48,NA,NA,NA
"Kazuhisa Makita","19757",4.338,NA,NA,NA
"Keagan Gillies","sa3017686",93.197,NA,NA,NA
"Keaton Winn","23499",217.149823529412,371.857,"REZ1",0.583960564220686
"Keegan Akin","19362",282.600117647059,259.714,"REZ1",1.08812046191988
"Keegan Collett","sa3011192",4.688,NA,NA,NA
"Keegan Curtis","sa3007833",4.398,NA,NA,NA
"Keegan James","sa3011232",4.653,NA,NA,NA
"Keegan Thompson","19795",254.099411764706,207.808,"REZ1",1.22276048932046
"Keegan Zinn","sa3023088",4.922,NA,NA,NA
"Keeler Morfe","sa3022239",4.69,NA,NA,NA
"Keiber Armas","sa3023848",4.875,NA,NA,NA
"Keider Herrera","sa3019138",5.033,NA,NA,NA
"Keider Montero","22630",247.536529411765,402.969,"REZ1",0.614281816744625
"Keiner Leon","sa3016279",4.762,NA,NA,NA
"Keith Rogalla","sa829753",4.458,NA,NA,NA
"Keiverson Ramirez","sa3022126",4.764,NA,NA,NA
"Kelly Austin","sa3023264",4.513,NA,NA,NA
"Kelvin Bautista","sa3006491",110.774,NA,NA,NA
"Kelvin Caceres","24681",84.4491882352941,158.046,"REZ1",0.534332967840338
"Kelvin Carmona","sa3022140",5.203,NA,NA,NA
"Kelvin LaRoche","sa3010795",4.733,NA,NA,NA
"Kelvin Nunez","sa3002816",4.494,NA,NA,NA
"Kelvin Perez","sa3015154",4.737,NA,NA,NA
"Kelvin Ramirez","sa3015492",4.599,NA,NA,NA
"Kelvin Rosario","sa3022128",4.886,NA,NA,NA
"Kelvis Salcedo","sa3021531",4.787,NA,NA,NA
"Ken Giles","12910",68.676,NA,NA,NA
"Ken Waldichuk","27681",178.105,174.475,"REZ1",1.02080527296174
"Kendal Meza","sa3022125",4.921,NA,NA,NA
"Kendall Graveman","15514",211.376882352941,149.737,"REZ1",1.41165431625411
"Kendall Williams","sa3011674",199.7885,NA,NA,NA
"Kendeglys Virguez","sa3018351",4.748,NA,NA,NA
"Kendry Rojas","sa3016746",4.473,NA,NA,NA
"Keneth Quintanilla","sa3016796",5.02,NA,NA,NA
"Keninson Diaz","sa3019143",5.013,NA,NA,NA
"Kenley Jansen","3096",237.050058823529,210.343,"REZ1",1.12696908774492
"Kenny Hernandez","sa943755",4.408,NA,NA,NA
"Kenny Pinto","sa3015420",4.929,NA,NA,NA
"Kenny Rosenberg","20009",116.858945454545,-14.265,"REZ1",-8.19200458847146
"Kent Emanuel","15849",136.574166666667,168.78,"REZ1",0.809184540032389
"Kent Hasler","sa3015089",4.35,NA,NA,NA
"Kenta Maeda","18498",371.503705882353,451.731,"REZ1",0.822400291063383
"Kenten Egbert","sa3023500",4.555,NA,NA,NA
"Kenya Huggins","sa3020609",4.746,NA,NA,NA
"Kenyi Perez","sa3016008",5.015,NA,NA,NA
"Kenyon Yovan","sa3016839",96.2175,NA,NA,NA
"Keone Kela","14696",4.34,NA,NA,NA
"Kervin Castro","21656",4.433,NA,NA,NA
"Keuri Almonte","sa3021779",4.961,NA,NA,NA
"Kevin Abel","sa3017879",203.7875,NA,NA,NA
"Kevin Briceno","sa3017317",4.834,NA,NA,NA
"Kevin Camacho","sa3021577",5.063,NA,NA,NA
"Kevin Coulter","sa3010115",4.398,NA,NA,NA
"Kevin Gadea","sa735841",4.429,NA,NA,NA
"Kevin Garcia","sa3006516",5.043,NA,NA,NA
"Kevin Gausman","14107",767.611352941177,735.871,"REZ1",1.0431330395425
"Kevin Ginkel","19876",254.856882352941,212.599,"REZ1",1.19876802032437
"Kevin Gowdy","sa917928",114.7115,NA,NA,NA
"Kevin Herget","15369",152.700117647059,144.464,"REZ1",1.05701155753031
"Kevin Kelly","25679",246.365117647059,298.661,"REZ1",0.824898857390348
"Kevin Kopps","sa3017005",122.224,NA,NA,NA
"Kevin Malisheski","sa919034",4.451,NA,NA,NA
"Kevin Milam","sa3010819",4.575,NA,NA,NA
"Kevin Miranda","sa3020757",125.7085,NA,NA,NA
"Kevin Rodriguez","sa3008683",4.651,NA,NA,NA
"Kevin Smith","sa3007710",4.431,NA,NA,NA
"Kevin Stevens","sa3020613",76.1685,NA,NA,NA
"Kevin Tejada","sa3022046",5.01,NA,NA,NA
"Kevin Valdez","sa3019052",4.688,NA,NA,NA
"Kevin Velasco","sa3021524",4.815,NA,NA,NA
"Kevison Hernandez","sa3016620",5.02,NA,NA,NA
"Keylan Killgore","sa3008069",108.693,NA,NA,NA
"Keynan Middleton","15264",88.6711647058823,117.863,"REZ1",0.752324009280965
"Keyner Benitez","sa3021795",4.647,NA,NA,NA
"Keyshawn Askew","sa3017916",150.721,NA,NA,NA
"Keythel Key","sa3016282",4.563,NA,NA,NA
"Keywill Cedeno","sa3021763",4.948,NA,NA,NA
"Khristian Curtis","sa3023473",4.668,NA,NA,NA
"Khristian Guevara","sa3019122",4.962,NA,NA,NA
"Kikito Severino","sa3016030",4.761,NA,NA,NA
"Kinn Omosako","sa3016948",5.025,NA,NA,NA
"Kirby Snead","19179",88.8762545454545,144.134,"REZ1",0.616622410711245
"Kirby Yates","9073",237.942352941176,187.37,"REZ1",1.26990635075613
"Kirk McCarty","20555",4.347,NA,NA,NA
"Kleiber Olmedo","sa3022420",4.689,NA,NA,NA
"Kleyderve Andrade","sa3019745",4.742,NA,NA,NA
"Kobe Robinson","sa3017764",4.688,NA,NA,NA
"Kodai Senga","31838",566.033058823529,178.274,"REZ1",3.17507353188647
"Kodi Whitley","19731",4.403,NA,NA,NA
"Kody Clemens","20572",43,NA,NA,NA
"Kody Funderburk","24993",197.673588235294,165.547,"REZ1",1.19406324630041
"Koen Moreno","sa3014509",4.808,NA,NA,NA
"Kohei Arihara","27505",4.319,NA,NA,NA
"Kohl Drake","sa3021723",186.6725,NA,NA,NA
"Kohl Franklin","sa3008335",4.425,NA,NA,NA
"Kohl Simas","sa3016949",4.455,NA,NA,NA
"Kohl Stewart","15502",4.377,NA,NA,NA
"Kolby Allard","18694",141.271882352941,189.621,"REZ1",0.745022346432838
"Kolby Kubichek","sa3017271",4.474,NA,NA,NA
"Kole Ramage","sa3020262",4.616,NA,NA,NA
"Kolton Curtis","sa3022381",4.695,NA,NA,NA
"Kolton Ingram","26068",119.480916666667,150.863,"REZ1",0.791982902810276
"Konner Wade","14655",4.359,NA,NA,NA
"Konnor Ash","sa3017503",115.239,NA,NA,NA
"Konnor Pilkington","21453",173.324916666667,151.687,"REZ1",1.1426484581188
"Kris Anglin","sa3017612",4.668,NA,NA,NA
"Kris Bubic","21455",420.438647058824,263.805,"REZ1",1.59374783290242
"Krisspy Valdez","sa3019116",5.118,NA,NA,NA
"Kristian Cardozo","sa3014706",4.97,NA,NA,NA
"Kristofer Bow","sa3020607",4.833,NA,NA,NA
"Kumar Nambiar","sa3010666",4.643,NA,NA,NA
"Kumar Rocker","31843",413.647764705882,267.09,"REZ1",1.5487205238155
"Kutter Crawford","20531",570.055588235294,596.963,"REZ1",0.954926164997318
"Kwang Hyun Kim","27458",4.411,NA,NA,NA
"Ky Bush","29823",162.993490909091,251.051,"REZ1",0.649244539591919
"Kyle Amendt","sa3022904",102.809433333333,NA,NA,NA
"Kyle Backhus","sa3017068",102.1925,NA,NA,NA
"Kyle Barraclough","13713",119.463416666667,163.243,"REZ1",0.731813411090624
"Kyle Bird","16618",4.392,NA,NA,NA
"Kyle Bischoff","sa3022176",119.191,NA,NA,NA
"Kyle Bradish","24586",180.201094117647,383.481,"REZ1",0.469908793702027
"Kyle Brnovich","sa3014923",150.6925,NA,NA,NA
"Kyle Carr","sa3023444",4.596,NA,NA,NA
"Kyle Cody","19686",95.6645,NA,NA,NA
"Kyle Crick","13182",4.431,NA,NA,NA
"Kyle Crigger","sa3019884",4.405,NA,NA,NA
"Kyle Dohy","20334",4.429,NA,NA,NA
"Kyle Dowdy","19285",4.359,NA,NA,NA
"Kyle Finnegan","15009",259.363705882353,206.727,"REZ1",1.25461940570101
"Kyle Freeland","16256",631.015882352941,588.902,"REZ1",1.07151254767846
"Kyle Funkhouser","19456",4.343,NA,NA,NA
"Kyle Gibson","10123",582.356705882353,642.17,"REZ1",0.906857539097673
"Kyle Glogoski","sa3007464",4.378,NA,NA,NA
"Kyle Harrison","27758",546.150117647059,547.676,"REZ1",0.997213895892934
"Kyle Hart","19646",416.673166666667,NA,NA,NA
"Kyle Hendricks","12049",508.762647058824,400.989,"REZ1",1.26876958484852
"Kyle Hill","sa3009922",74.673,NA,NA,NA
"Kyle Hurt","27514",134.933916666667,146.416,"REZ1",0.92157903963137
"Kyle Johnson","sa921678",4.468,NA,NA,NA
"Kyle Johnston","sa3004571",4.436,NA,NA,NA
"Kyle Jones","sa3020556",146.7,NA,NA,NA
"Kyle Keller","18890",4.396,NA,NA,NA
"Kyle Kubat","sa827380",4.432,NA,NA,NA
"Kyle Larsen","sa3021983",4.769,NA,NA,NA
"Kyle Leahy","24763",245.423,186.307,"REZ1",1.3173042344088
"Kyle Luckham","sa3020378",277.6845,NA,NA,NA
"Kyle Marman","sa3008668",4.404,NA,NA,NA
"Kyle McGowin","15071",130.154,NA,NA,NA
"Kyle Molnar","sa3014909",4.591,NA,NA,NA
"Kyle Mora","sa3018281",4.381,NA,NA,NA
"Kyle Muller","20167",179.838444444444,132.374,"REZ1",1.35856319552514
"Kyle Nelson","20515",139.526529411765,101.621,"REZ1",1.37300882112718
"Kyle Nicolas","27775",223.710117647059,169.052,"REZ1",1.32332133099318
"Kyle Ryan","11753",4.482,NA,NA,NA
"Kyle Scott","sa3023049",4.591,NA,NA,NA
"Kyle Tyler","22092",157.332752941176,154.863,"REZ1",1.01594798590481
"Kyle Virbitsky","sa3017491",164.17,NA,NA,NA
"Kyle Whitten","sa3016936",94.199,NA,NA,NA
"Kyle Wilcox","sa857699",75.226,NA,NA,NA
"Kyle Wilson","sa875768",4.384,NA,NA,NA
"Kyle Wright","19665",349.150705882353,182.054,"REZ1",1.91784144200266
"Kyle Zimmer","14169",4.435,NA,NA,NA
"Kyle Zurak","sa3004864",4.376,NA,NA,NA
"LJ McDonough","sa3023172",4.627,NA,NA,NA
"Lachlan Wells","sa877857",174.6495,NA,NA,NA
"Lael Lockhart","sa3017502",224.6855,NA,NA,NA
"Lake Bachar","19222",236.317176470588,174.294,"REZ1",1.3558537670292
"Lance Lynn","2520",518.788176470588,611.329,"REZ1",0.848623534088172
"Lance McCullers Jr","14120",337.765142857143,NA,NA,NA
"Landany Alfonseca","sa3019191",5.187,NA,NA,NA
"Landen Roupp","30076",303.131941176471,319.009,"REZ1",0.950230059893202
"Landon Harper","sa3020404",147.67,NA,NA,NA
"Landon Knack","27487",263.657,344.709,"REZ1",0.764868338221514
"Landon Leach","sa3005243",4.587,NA,NA,NA
"Landon Marceaux","sa3017913",4.403,NA,NA,NA
"Landon Sims","sa3021979",4.562,NA,NA,NA
"Landon Tomkins","sa3022798",4.645,NA,NA,NA
"Lane Ramsey","25071",94.0913333333333,148.433,"REZ1",0.633897673248761
"Larson Kindreich","sa3017505",101.7535,NA,NA,NA
"Layne Henderson","sa3007718",95.694,NA,NA,NA
"Layonel Ovalles","sa3015993",4.579,NA,NA,NA
"Lazaro Estrada","sa3005471",173.1825,NA,NA,NA
"Leam Mendez","sa3019432",4.632,NA,NA,NA
"Leandro Lopez","sa3016748",4.604,NA,NA,NA
"Ledwin Gonzalez","sa3022043",5.16,NA,NA,NA
"Ledwin Taveras","sa3019065",4.812,NA,NA,NA
"Lenin Mendez","sa3021777",5.094,NA,NA,NA
"Lenny Torres Jr","sa3008329",106.75,NA,NA,NA
"Leodarlyn Colon","sa3019719",4.886,NA,NA,NA
"Leomar Rosario","sa3019127",5.01,NA,NA,NA
"Leon Hunter Jr","sa3010260",4.318,NA,NA,NA
"Leonard Garcia","sa3015156",4.64,NA,NA,NA
"Leonardo Lugo","sa3018340",5.016,NA,NA,NA
"Leonardo Pestana","sa3005456",82.1825,NA,NA,NA
"Leonardo Rossel","sa3022317",4.986,NA,NA,NA
"Leonardo Taveras","sa3002934",126.2645,NA,NA,NA
"Leonel Sequera","sa3019268",4.583,NA,NA,NA
"Leoni De La Cruz","sa3016070",4.744,NA,NA,NA
"Lester Nin","sa3019371",4.942,NA,NA,NA
"Leudy Tirado","sa3022241",4.958,NA,NA,NA
"Leuris Portorreal","sa3021520",4.805,NA,NA,NA
"Leury Tejada","sa3007935",4.63,NA,NA,NA
"Levi Prater","sa3014861",4.789,NA,NA,NA
"Levi Stoudt","25650",178.812416666667,171.717,"REZ1",1.04132040896747
"Levi Thomas","sa3014801",4.677,NA,NA,NA
"Levi Wells","sa3023441",4.539,NA,NA,NA
"Lewis Sifontes","sa3021016",4.927,NA,NA,NA
"Lewis Thorpe","15906",4.41,NA,NA,NA
"Liam Doolan","sa3020947",4.704,NA,NA,NA
"Liam Hendriks","3548",225.439352941176,176.387,"REZ1",1.27809505769233
"Liam Jenkins","sa3007458",4.739,NA,NA,NA
"Liam Norris","sa3014543",4.539,NA,NA,NA
"Liam Simon","sa3020256",4.639,NA,NA,NA
"Liam Sullivan","sa3022952",4.608,NA,NA,NA
"Lincoln Henzman","sa3005187",107.689,NA,NA,NA
"Liomar Martinez","sa3019612",4.754,NA,NA,NA
"Lisander Brito","sa3008704",5.038,NA,NA,NA
"Lisander De La Cruz","sa3015361",4.947,NA,NA,NA
"Lisandro Almonte","sa3015497",4.721,NA,NA,NA
"Lisandro Santos","sa945728",4.425,NA,NA,NA
"Lisnerkin Lantigua","sa3019258",5.081,NA,NA,NA
"Listher Sosa","sa3009725",131.7225,NA,NA,NA
"Liu Fuenmayor","sa3003126",4.435,NA,NA,NA
"Livan Reinoso","sa3020331",4.744,NA,NA,NA
"Ljay Newsome","19942",4.316,NA,NA,NA
"Lluveres Severino","sa3020601",5.056,NA,NA,NA
"Locke St John","16850",4.452,NA,NA,NA
"Logan Allen","18555",226.611,183.881,"REZ1",1.23237854917039
"Logan Allen","27589",225.947411764706,307.878,"REZ1",0.733886187920884
"Logan Boyer","sa3015002",68.675,NA,NA,NA
"Logan Britt","sa3023170",4.707,NA,NA,NA
"Logan Clayton","sa3020890",203.2455,NA,NA,NA
"Logan Cozart","sa875283",4.355,NA,NA,NA
"Logan Evans","sa3023077",126.2024,NA,NA,NA
"Logan Gilbert","22250",765.643764705882,682.112,"REZ1",1.12246048259799
"Logan Gillaspie","22461",110.173,87.758,"REZ1",1.25541830944187
"Logan Gragg","sa3010306",177.6855,NA,NA,NA
"Logan Henderson","sa3020080",95.1496333333333,NA,NA,NA
"Logan Hofmann","sa3014852",4.798,NA,NA,NA
"Logan Lyle","sa3018267",4.727,NA,NA,NA
"Logan Martin","sa3023213",4.581,NA,NA,NA
"Logan Rinehart","sa3010255",97.6865,NA,NA,NA
"Logan Sawyer","sa829628",4.354,NA,NA,NA
"Logan Shore","sa738442",4.409,NA,NA,NA
"Logan VanWey","sa3019956",125.291433333333,NA,NA,NA
"Logan Verrett","12905",4.297,NA,NA,NA
"Logan Webb","17995",803.053470588235,722.853,"REZ1",1.11094990349108
"Logan Workman","sa3017313",251.1925,NA,NA,NA
"Lorenzo Encarnacion","sa3015498",4.645,NA,NA,NA
"Lou Trivino","15043",211.644428571429,NA,NA,NA
"Louis Head","13259",4.442,NA,NA,NA
"Louis Varland","27691",298.691714285714,NA,NA,NA
"Luarbert Arias","sa3007599",180.939857142857,NA,NA,NA
"Lucas Braun","sa3022996",268.1625,NA,NA,NA
"Lucas Erceg","19360",272.354647058824,227.283,"REZ1",1.1983062836148
"Lucas Gilbreath","21290",209.580705882353,193,"REZ1",1.08591039317281
"Lucas Giolito","15474",535.145529411765,454.06,"REZ1",1.17857888695715
"Lucas Gordillo","sa3021549",4.726,NA,NA,NA
"Lucas Gordon","sa3023036",4.649,NA,NA,NA
"Lucas Jacobsen","sa918634",4.402,NA,NA,NA
"Lucas Knowles","sa3011676",112.7,NA,NA,NA
"Lucas Luetge","8337",108.43425,122.418,"REZ1",0.885770474930157
"Lucas Sims","13470",236.567,186.677,"REZ1",1.26725306277688
"Lucas Wepf","sa3020704",114.187,NA,NA,NA
"Luciano Romero","sa3018848",5.165,NA,NA,NA
"Ludwin Jimenez","sa3005856",4.796,NA,NA,NA
"Luichi Casilla","sa3018332",4.822,NA,NA,NA
"Luifer Romero","sa3018349",4.809,NA,NA,NA
"Luigi Hernandez","sa3016022",4.899,NA,NA,NA
"Luimy Munoz","sa3021803",4.868,NA,NA,NA
"Luinder Avila","sa3006507",107.167957142857,NA,NA,NA
"Luis A Reyes","sa3019049",4.852,NA,NA,NA
"Luis A Rodriguez","sa3016064",4.645,NA,NA,NA
"Luis Aguilar","sa3018893",5.107,NA,NA,NA
"Luis Aguilar","sa3020982",4.832,NA,NA,NA
"Luis Alcala","sa3011880",4.969,NA,NA,NA
"Luis Almonte","sa3009525",4.73,NA,NA,NA
"Luis Amaya","sa872809",4.399,NA,NA,NA
"Luis Amoroso","sa3005889",4.679,NA,NA,NA
"Luis Angel Rodriguez","sa3005435",157.235,NA,NA,NA
"Luis Arejula","sa3016619",4.645,NA,NA,NA
"Luis Arestigueta","sa3021521",4.706,NA,NA,NA
"Luis Avila","sa3021805",4.744,NA,NA,NA
"Luis Avilan","2882",4.419,NA,NA,NA
"Luis Baldiris","sa3016814",5.118,NA,NA,NA
"Luis Barroso","sa3005697",4.589,NA,NA,NA
"Luis Beltran","sa3021509",5.11,NA,NA,NA
"Luis Bermudez","sa3018317",4.79,NA,NA,NA
"Luis Carias","sa3021006",4.9,NA,NA,NA
"Luis Carrasco","sa1172127",4.568,NA,NA,NA
"Luis Castillo","15689",729.455,682.963,"REZ1",1.06807396593959
"Luis Castillo","sa3022358",4.996,NA,NA,NA
"Luis Cepeda","sa3006132",4.866,NA,NA,NA
"Luis Cesar","sa3018368",4.904,NA,NA,NA
"Luis Cessa","13345",167.99725,144.451,"REZ1",1.16300510207614
"Luis Cohen","sa3019269",4.658,NA,NA,NA
"Luis Contreras","25839",164.505294117647,104.902,"REZ1",1.56818072217543
"Luis Curvelo","sa3008169",135.050142857143,NA,NA,NA
"Luis De Avila","sa3005839",225.2185,NA,NA,NA
"Luis De Aza","sa3021038",5.079,NA,NA,NA
"Luis De La Cruz","sa3020981",5,NA,NA,NA
"Luis De La Rosa","sa3009778",4.663,NA,NA,NA
"Luis De Leon","sa3019283",4.568,NA,NA,NA
"Luis Devers","sa3005694",4.552,NA,NA,NA
"Luis Diaz","sa3015146",5.056,NA,NA,NA
"Luis Espinoza","sa3021043",4.975,NA,NA,NA
