"name","playerid","new_LOB%","LOB%","Source","LOB%_adj_rate"
"Jorge Garcia","sa3009229",0.689596,NA,NA,NA
"Jorge Geraldo","sa3017692",0.67036,NA,NA,NA
"Jorge Gonzalez","sa3009504",0.693724,NA,NA,NA
"Jorge Guerra","sa3019578",0.669835,NA,NA,NA
"Jorge Guzman","17505",0.712877,NA,NA,NA
"Jorge Herrera","sa3022339",0.666315,NA,NA,NA
"Jorge Juan","sa3005826",0.697041,NA,NA,NA
"Jorge Lopez","14527",0.706996588235294,0.692,"REZ1",1.02167137028222
"Jorge Luna","sa3021797",0.669886,NA,NA,NA
"Jorge Marcheco","sa3018025",0.684496,NA,NA,NA
"Jorge Martinez","sa3016472",0.686046,NA,NA,NA
"Jorge Mercedes","sa3019110",0.72393,NA,NA,NA
"Jorge Minyety","sa3021752",0.690441,NA,NA,NA
"Jorge Ramos","sa3009524",0.695774,NA,NA,NA
"Jorge Rodriguez","sa3016459",0.686151,NA,NA,NA
"Jorger Petri","sa3018855",0.680046,NA,NA,NA
"Jormy Nivar","sa3022022",0.672228,NA,NA,NA
"Josan Mendez","sa3006122",0.70499,NA,NA,NA
"Josbel Garcia","sa3019250",0.677844,NA,NA,NA
"Jose  Ramirez","sa3015929",0.682838,NA,NA,NA
"Jose A Ferrer","24017",0.710453764705882,0.718,"REZ1",0.989489922988694
"Jose Acuna","sa3015331",0.6653125,NA,NA,NA
"Jose Adames","sa597194",0.716088,NA,NA,NA
"Jose Aguirre","sa3016057",0.681439,NA,NA,NA
"Jose Alcantara","sa3007819",0.701219,NA,NA,NA
"Jose Alvarado","17780",0.748601294117647,0.766,"REZ1",0.977286284748887
"Jose Alvarez","5358",0.717442,NA,NA,NA
"Jose Atencio","sa3010304",0.686174,NA,NA,NA
"Jose Bello","sa3021530",0.678349,NA,NA,NA
"Jose Berrios","14168",0.716450705882353,0.743,"REZ1",0.964267437257541
"Jose Betances","sa3004867",0.709253,NA,NA,NA
"Jose Bravo","sa923839",0.699289,NA,NA,NA
"Jose Butto","23313",0.739297294117647,0.758,"REZ1",0.975326245537793
"Jose Cabrera","sa3018042",0.676804,NA,NA,NA
"Jose Castillo","17169",0.740021,NA,NA,NA
"Jose Chacin","sa917323",0.694936,NA,NA,NA
"Jose Chavez","sa3016815",0.691332,NA,NA,NA
"Jose Chavez","sa3018292",0.668241,NA,NA,NA
"Jose Chirinos","sa3018859",0.689205,NA,NA,NA
"Jose Cisnero","6399",0.707267176470588,0.645,"REZ1",1.09653825809394
"Jose Corniell","sa3015213",0.689962,NA,NA,NA
"Jose Cruz","sa3006383",0.719813,NA,NA,NA
"Jose Cruz","sa3024843",0.673077,NA,NA,NA
"Jose Cuas","17701",0.710757176470588,0.728,"REZ1",0.976314802844215
"Jose Davila","sa3015092",0.687128,NA,NA,NA
"Jose De La Rosa","sa3024590",0.662206,NA,NA,NA
"Jose De Leon","15463",0.733823571428571,0.741,"REZ1",0.990315211104685
"Jose Diaz","sa3005709",0.688547,NA,NA,NA
"Jose Dicochea","sa3011497",0.687384,NA,NA,NA
"Jose E Hernandez","22318",0.718944,0.742,"REZ1",0.968927223719677
"Jose E Martinez","sa3002796",0.698666,NA,NA,NA
"Jose Espada","21131",0.778014285714286,0.884,"REZ1",0.880106658047835
"Jose Felipe Torres","sa3018849",0.671837,NA,NA,NA
"Jose Feliz","sa3024069",0.673053,NA,NA,NA
"Jose Fermin","sa3023455",0.724914,NA,NA,NA
"Jose Fernandez","sa3018346",0.68592,NA,NA,NA
"Jose Fleury","sa3019255",0.7116485,NA,NA,NA
"Jose Franco","sa3008714",0.692225,NA,NA,NA
"Jose Garces","sa3015490",0.65992,NA,NA,NA
"Jose Geraldo","sa3006070",0.721478,NA,NA,NA
"Jose Geraldo","sa3016295",0.701611,NA,NA,NA
"Jose Gomez","sa3019253",0.680864,NA,NA,NA
"Jose Gonzalez","sa3009473",0.678988,NA,NA,NA
"Jose Gonzalez","sa3015415",0.695976,NA,NA,NA
"Jose Gonzalez","sa3016249",0.672826,NA,NA,NA
"Jose Guedez","sa3019682",0.69139,NA,NA,NA
"Jose Guevara","sa3023823",0.670852,NA,NA,NA
"Jose Jimenez","sa3011595",0.697557,NA,NA,NA
"Jose Leandro","sa3019651",0.683569,NA,NA,NA
"Jose Leclerc","14524",0.734853882352941,0.756,"REZ1",0.972028944911298
"Jose Linares","sa3019616",0.680589,NA,NA,NA
"Jose Lopez","22982",0.718629285714286,0.664,"REZ1",1.08227302065404
"Jose Luis Reyes","sa3015304",0.683649,NA,NA,NA
"Jose Marte","21761",0.721212916666667,0.785,"REZ1",0.918742569002123
"Jose Martinez","sa3022207",0.673502,NA,NA,NA
"Jose Mendoza","sa3018316",0.680449,NA,NA,NA
"Jose Meneses","sa3019158",0.685752,NA,NA,NA
"Jose Miguel Gonzalez","sa3003139",0.689671,NA,NA,NA
"Jose Montero","sa3018312",0.685121,NA,NA,NA
"Jose Montilla","sa3003102",0.700142,NA,NA,NA
"Jose Moreno","sa3003113",0.684199,NA,NA,NA
"Jose Mujica","17821",0.685509,NA,NA,NA
"Jose Ojeda","sa3019480",0.668909,NA,NA,NA
"Jose Olivares","sa3016267",0.676913,NA,NA,NA
"Jose Pena Jr","sa3017821",0.694111,NA,NA,NA
"Jose Pinto","sa3021993",0.665654,NA,NA,NA
"Jose Quezada","sa3008375",0.722475,NA,NA,NA
"Jose Quijada","19200",0.740579294117647,0.818,"REZ1",0.905353660290522
"Jose Quintana","11423",0.711478705882353,0.712,"REZ1",0.999267845340383
"Jose Ramirez","sa3006702",0.688004,NA,NA,NA
"Jose Ramirez","sa3019479",0.676661,NA,NA,NA
"Jose Regalado","sa3022049",0.685889,NA,NA,NA
"Jose Rengel","sa3021790",0.685041,NA,NA,NA
"Jose Rodriguez","17860",0.69671,0.652,"REZ1",1.0685736196319
"Jose Rodriguez","sa3015437",0.70522,NA,NA,NA
"Jose Rojas","sa3015486",0.673151,NA,NA,NA
"Jose Romero","sa3015483",0.701953,NA,NA,NA
"Jose Romero","sa3021791",0.686406,NA,NA,NA
"Jose Ruiz","14552",0.712953764705882,0.695,"REZ1",1.02583275497249
"Jose Salvador","sa3006482",0.699998,NA,NA,NA
"Jose Santamaria","sa3008373",0.685511,NA,NA,NA
"Jose Serrano","sa3019597",0.667459,NA,NA,NA
"Jose Silvestre","sa3023849",0.666731,NA,NA,NA
"Jose Soriano","22100",0.708269529411765,0.703,"REZ1",1.00749577441218
"Jose Suarez","19911",0.707618588235294,0.704,"REZ1",1.00514004010695
"Jose Ulloa","sa3010836",0.681921,NA,NA,NA
"Jose Urbina","sa3022218",0.674216,NA,NA,NA
"Jose Urena","11589",0.688815882352941,0.689,"REZ1",0.999732775548536
"Jose Urquidy","18413",0.679991090909091,0.629,"REZ1",1.08106691718456
"Jose Varela","sa3021987",0.668411,NA,NA,NA
"Jose Vasquez","sa3022116",0.672294,NA,NA,NA
"Joseilyn Gonzalez","sa3018910",0.684609,NA,NA,NA
"Joseph Hernandez","sa3006385",0.688971,NA,NA,NA
"Joseph Herrera","sa3024471",0.679427,NA,NA,NA
"Joseph King","sa3020857",0.705047,NA,NA,NA
"Joseph Menefee","sa3020443",0.716671,NA,NA,NA
"Joseph Montalvo","sa3018802",0.695089,NA,NA,NA
"Joseph Yabbour","sa3021980",0.694696,NA,NA,NA
"Josh Bortka","sa3020596",0.694102,NA,NA,NA
"Josh Bostick","sa3022857",0.682685,NA,NA,NA
"Josh Dye","sa3007485",0.716877,NA,NA,NA
"Josh Ekness","sa3023204",0.6990095,NA,NA,NA
"Josh Fleming","20418",0.714997636363636,0.736,"REZ1",0.971464179841897
"Josh Gessner","sa3011658",0.688147,NA,NA,NA
"Josh Green","sa3006701",0.7003765,NA,NA,NA
"Josh Grosz","sa3023478",0.701846,NA,NA,NA
"Josh Hader","14212",0.765346235294118,0.745,"REZ1",1.02731038294512
"Josh Hansell","sa3023158",0.680318,NA,NA,NA
"Josh Harlow","sa3022914",0.692593,NA,NA,NA
"Josh Hejka","sa3011152",0.6849885,NA,NA,NA
"Josh Hendrickson","sa3011196",0.698799,NA,NA,NA
"Josh James","16794",0.705096,NA,NA,NA
"Josh Knoth","sa3023420",0.688588,NA,NA,NA
"Josh Lindblom","7882",0.710644,NA,NA,NA
"Josh Maciejewski","21310",0.708630833333333,0.665,"REZ1",1.06561027568922
"Josh Mollerus","sa3022666",0.70394,NA,NA,NA
"Josh Osich","11528",0.724998,NA,NA,NA
"Josh Roberson","sa3007721",0.716441,NA,NA,NA
"Josh Rogers","18510",0.703502916666667,0.763,"REZ1",0.922022171253823
"Josh Sborz","18323",0.723892470588235,0.713,"REZ1",1.01527695734675
"Josh Simpson","sa1053035",0.727060166666667,NA,NA,NA
"Josh Smith","sa3009923",0.719126,NA,NA,NA
"Josh Staumont","18335",0.698624705882353,0.66,"REZ1",1.05852228163993
"Josh Stephan","sa3015286",0.68538,NA,NA,NA
"Josh Swales","sa3017753",0.690568,NA,NA,NA
"Josh Taylor","17359",0.71172375,0.658,"REZ1",1.08164703647416
"Josh Timmerman","sa3023098",0.688055,NA,NA,NA
"Josh Tomlin","9388",0.696568,NA,NA,NA
"Josh Trentadue","sa3023010",0.699278,NA,NA,NA
"Josh Walker","23617",0.723205058823529,0.699,"REZ1",1.03462812421106
"Josh White","sa3019953",0.709775,NA,NA,NA
"Josh Winckowski","22387",0.716048941176471,0.733,"REZ1",0.976874408153439
"Josh Winder","24606",0.713656545454545,0.743,"REZ1",0.960506790652147
"Josh Wolf","sa3011638",0.704196,NA,NA,NA
"Joshawn Lampson","sa3021512",0.66452,NA,NA,NA
"Joshua Cornielly","sa3005890",0.6955305,NA,NA,NA
"Joshua Loeschorn","sa3020837",0.69445,NA,NA,NA
"Joshua Quezada","sa3021789",0.671756,NA,NA,NA
"Josiah Gray","24580",0.700547294117647,0.729,"REZ1",0.960970225127088
"Josias De Los Santos","sa3006508",0.689352,NA,NA,NA
"Josimar Cousin","sa3021579",0.7030835,NA,NA,NA
"Josmar Acevedo","sa3019062",0.666583,NA,NA,NA
"Josnier Parra","sa3021488",0.673794,NA,NA,NA
"Jostin Florentino","sa3021510",0.674361,NA,NA,NA
"Josue Arias","sa3018350",0.677614,NA,NA,NA
"Josue Carmona","sa3017979",0.686937,NA,NA,NA
"Josue Panacual","sa3010568",0.685802,NA,NA,NA
"Jovani Moran","20422",0.711498571428571,0.645,"REZ1",1.10309856035437
"Jovi Galvez","sa3018837",0.672027,NA,NA,NA
"Juan Abreu","sa3017200",0.688867,NA,NA,NA
"Juan Amarante","sa3019048",0.696351,NA,NA,NA
"Juan Archbold","sa3021543",0.664767,NA,NA,NA
"Juan Arnaud","sa3018294",0.695491,NA,NA,NA
"Juan Bello","sa3019615",0.680428,NA,NA,NA
"Juan Burgos","sa3009272",0.710228,NA,NA,NA
"Juan Carela","sa3009237",0.68118,NA,NA,NA
"Juan Cota","sa3021984",0.662362,NA,NA,NA
"Juan Daniel Encarnacion","sa3008697",0.681288,NA,NA,NA
"Juan De La Cruz","sa3019171",0.668861,NA,NA,NA
"Juan De Los Santos","sa3010808",0.701224,NA,NA,NA
"Juan Duran","sa3022262",0.683097,NA,NA,NA
"Juan Henriquez","sa3022136",0.675715,NA,NA,NA
"Juan Hillman","sa874796",0.6812425,NA,NA,NA
"Juan Manuel Abril","sa3002921",0.682457,NA,NA,NA
"Juan Martinez","sa3009219",0.6793,NA,NA,NA
"Juan Martinez","sa3016278",0.677633,NA,NA,NA
"Juan Mateo","sa3015279",0.685651,NA,NA,NA
"Juan Mejia","sa3002949",0.711425,NA,NA,NA
"Juan Mejia","sa3003159",0.6881578,NA,NA,NA
"Juan Mendez","sa3015336",0.69702,NA,NA,NA
"Juan Mercedes","sa3002818",0.688013,NA,NA,NA
"Juan Mercedes","sa3019563",0.694205,NA,NA,NA
"Juan Minaya","10341",0.70521,NA,NA,NA
"Juan Morillo","sa917772",0.726182,NA,NA,NA
"Juan Nunez","sa3015464",0.697822,NA,NA,NA
"Juan Nunez","sa3019504",0.680248,NA,NA,NA
"Juan Nunez","sa828600",0.7029485,NA,NA,NA
"Juan Oramas","sa3018853",0.679172,NA,NA,NA
"Juan Ortega","sa3019190",0.670289,NA,NA,NA
"Juan Ozuna","sa3019085",0.686804,NA,NA,NA
"Juan Pablo Lopez","sa3004647",0.695162,NA,NA,NA
"Juan Pinto","sa3018295",0.692209,NA,NA,NA
"Juan Rasquin","sa3021781",0.669714,NA,NA,NA
"Juan Reynoso","sa3017790",0.686347,NA,NA,NA
"Juan Rodriguez","sa3016615",0.685852,NA,NA,NA
"Juan Rojas","sa3016285",0.69773,NA,NA,NA
"Juan Salas","sa3016216",0.685938,NA,NA,NA
"Juan Sanchez","sa3005444",0.7064195,NA,NA,NA
"Juan Sanchez","sa3018360",0.687264,NA,NA,NA
"Juan Severino","sa3016290",0.67625,NA,NA,NA
"Juan Soto","sa3016025",0.672932,NA,NA,NA
"Juan Then","22828",0.6855425,0.696,"REZ1",0.984974856321839
"Juan Valera","sa3021570",0.671011,NA,NA,NA
"Juan Zapata","sa3005452",0.6942475,NA,NA,NA
"Juanmi Vasquez","sa3020344",0.693317,NA,NA,NA
"Juaron WattsBrown","sa3023352",0.69469,NA,NA,NA
"Julian Aguiar","30031",0.683321666666667,0.763,"REZ1",0.895572302315422
"Julian Bosnic","sa3020734",0.705198,NA,NA,NA
"Julian Fernandez","18341",0.724916,NA,NA,NA
"Julian Garcia","sa918182",0.716777,NA,NA,NA
"Julian Merryweather","16703",0.705208352941176,0.584,"REZ1",1.20754854955681
"Julian Smith","sa3010129",0.706946,NA,NA,NA
"Julian Valdez","sa3010656",0.688939,NA,NA,NA
"Julio  Marte","sa3021740",0.681959,NA,NA,NA
"Julio Bonilla","sa3011372",0.684238,NA,NA,NA
"Julio Dilone","sa3015085",0.696712,NA,NA,NA
"Julio Frias","sa873218",0.705167,NA,NA,NA
"Julio Goff","sa3009247",0.676689,NA,NA,NA
"Julio Mendez","sa3019580",0.68777,NA,NA,NA
"Julio Ortiz","sa3009615",0.696073,NA,NA,NA
"Julio Pinto","sa736965",0.716065,NA,NA,NA
"Julio Polanco","sa3024522",0.664926,NA,NA,NA
"Julio Ramirez","sa3019194",0.671432,NA,NA,NA
"Julio Robaina","sa3006817",0.711774,NA,NA,NA
"Julio Rodriguez","sa3007992",0.7040495,NA,NA,NA
"Julio Rosario","sa3021492",0.68126,NA,NA,NA
"Julio Teheran","6797",0.710652916666667,0.784,"REZ1",0.906445046768707
"Julio Urias","14765",0.73281,0.738,"REZ1",0.992967479674797
"Julio Zapata","sa3018364",0.678923,NA,NA,NA
"Junior Cerda","sa3016234",0.698384,NA,NA,NA
"Junior Fernandez","18496",0.715304,NA,NA,NA
"Junior Flores","sa3015479",0.687739,NA,NA,NA
"Junior Garcia","sa737032",0.726772,NA,NA,NA
"Junior Guerra","5702",0.713918,NA,NA,NA
"Junior Mieses","sa3005258",0.693576,NA,NA,NA
"Junior Montero","sa3008701",0.690327,NA,NA,NA
"Junior Pina","sa3016911",0.672697,NA,NA,NA
"Junior Sanchez","sa3022009",0.680891,NA,NA,NA
"Junior Santos","sa3005470",0.687497,NA,NA,NA
"Junior William","sa3016072",0.694112,NA,NA,NA
"Justin Anderson","16201",0.719933764705882,0.706,"REZ1",1.01973621063156
"Justin Armbruester","sa3017548",0.685378,NA,NA,NA
"Justin Bruihl","23779",0.689043333333333,0.64,"REZ1",1.07663020833333
"Justin Bullock","sa3005213",0.694034,NA,NA,NA
"Justin Caceres","sa3018838",0.672562,NA,NA,NA
"Justin Courtney","sa3015069",0.720435,NA,NA,NA
"Justin Dillon","sa659283",0.714731,NA,NA,NA
"Justin Dunn","19268",0.686636,NA,NA,NA
"Justin Evans","sa3014795",0.714291,NA,NA,NA
"Justin Fall","sa3017540",0.703899,NA,NA,NA
"Justin Garza","19784",0.69575625,0.637,"REZ1",1.09223901098901
"Justin Grimm","11720",0.710211,NA,NA,NA
"Justin Hagenman","sa3008022",0.705975857142857,NA,NA,NA
"Justin Jarvis","sa3007775",0.7000575,NA,NA,NA
"Justin Kelly","sa3017072",0.699378,NA,NA,NA
"Justin King","sa3018278",0.7250774,NA,NA,NA
"Justin Lange","sa3014517",0.698107,NA,NA,NA
"Justin Lasko","sa1052944",0.694761,NA,NA,NA
"Justin Lawrence","17639",0.692604470588235,0.703,"REZ1",0.985212618190946
"Justin Lawson","sa3023504",0.717982,NA,NA,NA
"Justin Lewis","sa3008577",0.696613,NA,NA,NA
"Justin Maese","sa875002",0.721868,NA,NA,NA
"Justin Martinez","24453",0.752399411764706,0.729,"REZ1",1.03209795852497
"Justin Meis","sa3017207",0.7009565,NA,NA,NA
"Justin Militello","sa3023568",0.660722,NA,NA,NA
"Justin Miller","8580",0.704683,NA,NA,NA
"Justin Nicolino","11754",0.695921,NA,NA,NA
"Justin Sanchez","sa3022416",0.700252,NA,NA,NA
"Justin Showalter","sa3025114",0.687677,NA,NA,NA
"Justin Slaten","25648",0.743370352941176,0.801,"REZ1",0.928052875082617
"Justin Steele","17312",0.737950235294118,0.749,"REZ1",0.985247310139009
"Justin Sterner","27694",0.735453647058824,0.804,"REZ1",0.914743342112965
"Justin Storm","sa3022797",0.730203,NA,NA,NA
"Justin Topa","15145",0.718136705882353,0.752,"REZ1",0.954969023779725
"Justin Verlander","8700",0.713583411764706,0.726,"REZ1",0.982897261383892
"Justin Wilson","4301",0.735173294117647,0.767,"REZ1",0.958504946698366
"Justin Wilson","sa3008166",0.723227,NA,NA,NA
"Justin Wrobleski","31204",0.712404470588235,0.739,"REZ1",0.964011462230359
"Justin Yeager","sa3010825",0.7124315,NA,NA,NA
"Justus Sheffield","17285",0.6938175,NA,NA,NA
"KC Hunt","sa3022937",0.724785,NA,NA,NA
"Kade McClure","sa915622",0.7054995,NA,NA,NA
"Kade Mechals","sa3020322",0.690988,NA,NA,NA
"Kade Morris","sa3023206",0.6851315,NA,NA,NA
"Kade Strowd","sa3011418",0.716411833333333,NA,NA,NA
"Kai Peterson","sa3023453",0.72129,NA,NA,NA
"Kai Wynyard","sa3015311",0.703595,NA,NA,NA
"KaiWei Lin","sa919537",0.719169,NA,NA,NA
"KaiWei Teng","24282",0.690066181818182,0.707,"REZ1",0.976048347691912
"Kaleb Bowman","sa3020745",0.6995345,NA,NA,NA
"Kaleb Ort","20061",0.745891176470588,0.818,"REZ1",0.911847403998274
"Kaleb Roper","sa3010110",0.703802,NA,NA,NA
"Kamdyn Perry","sa3023663",0.679234,NA,NA,NA
"Kamron Fields","sa3017919",0.682462,NA,NA,NA
"Kannon Handy","sa3023178",0.671293,NA,NA,NA
"Karan Patel","sa1169765",0.712546,NA,NA,NA
"Karl Kauffmann","27488",0.671586666666667,0.694,"REZ1",0.967704130643612
"Karlo Seijas","sa3006369",0.679628,NA,NA,NA
"Karlos Morales","sa3005285",0.713317,NA,NA,NA
"Karson Milbrandt","sa3020659",0.68061,NA,NA,NA
"Kasey Ford","sa3017099",0.695111,NA,NA,NA
"Kasey Kalich","sa1169633",0.711685,NA,NA,NA
"Kazuhisa Makita","19757",0.707254,NA,NA,NA
"Keagan Gillies","sa3017686",0.7146805,NA,NA,NA
"Keaton Winn","23499",0.682648235294118,0.647,"REZ1",1.05509773615783
"Keegan Akin","19362",0.750929058823529,0.748,"REZ1",1.00391585404215
"Keegan Collett","sa3011192",0.704107,NA,NA,NA
"Keegan Curtis","sa3007833",0.70615,NA,NA,NA
"Keegan James","sa3011232",0.688011,NA,NA,NA
"Keegan Thompson","19795",0.722740117647059,0.699,"REZ1",1.03396297231339
"Keegan Zinn","sa3023088",0.669794,NA,NA,NA
"Keeler Morfe","sa3022239",0.682156,NA,NA,NA
"Keiber Armas","sa3023848",0.670851,NA,NA,NA
"Keider Herrera","sa3019138",0.676348,NA,NA,NA
"Keider Montero","22630",0.710571529411765,0.744,"REZ1",0.955069259962049
"Keiner Leon","sa3016279",0.6874,NA,NA,NA
"Keith Rogalla","sa829753",0.709095,NA,NA,NA
"Keiverson Ramirez","sa3022126",0.671465,NA,NA,NA
"Kelly Austin","sa3023264",0.711949,NA,NA,NA
"Kelvin Bautista","sa3006491",0.708922,NA,NA,NA
"Kelvin Caceres","24681",0.744279529411765,0.878,"REZ1",0.847698780651213
"Kelvin Carmona","sa3022140",0.673083,NA,NA,NA
"Kelvin LaRoche","sa3010795",0.686874,NA,NA,NA
"Kelvin Nunez","sa3002816",0.691468,NA,NA,NA
"Kelvin Perez","sa3015154",0.678499,NA,NA,NA
"Kelvin Ramirez","sa3015492",0.703319,NA,NA,NA
"Kelvin Rosario","sa3022128",0.681727,NA,NA,NA
"Kelvis Salcedo","sa3021531",0.676391,NA,NA,NA
"Ken Giles","12910",0.728988,NA,NA,NA
"Ken Waldichuk","27681",0.705474222222222,0.721,"REZ1",0.978466327631376
"Kendal Meza","sa3022125",0.670969,NA,NA,NA
"Kendall Graveman","15514",0.725807764705882,0.704,"REZ1",1.03097693850267
"Kendall Williams","sa3011674",0.6756115,NA,NA,NA
"Kendeglys Virguez","sa3018351",0.690935,NA,NA,NA
"Kendry Rojas","sa3016746",0.703329,NA,NA,NA
"Keneth Quintanilla","sa3016796",0.679269,NA,NA,NA
"Keninson Diaz","sa3019143",0.684491,NA,NA,NA
"Kenley Jansen","3096",0.731025529411765,0.704,"REZ1",1.03838853609626
"Kenny Hernandez","sa943755",0.708459,NA,NA,NA
"Kenny Pinto","sa3015420",0.676601,NA,NA,NA
"Kenny Rosenberg","20009",0.696046363636364,0.669,"REZ1",1.04042804728903
"Kent Emanuel","15849",0.706836666666667,0.68,"REZ1",1.03946568627451
"Kent Hasler","sa3015089",0.724685,NA,NA,NA
"Kenta Maeda","18498",0.688135176470588,0.681,"REZ1",1.01047749848838
"Kenten Egbert","sa3023500",0.687145,NA,NA,NA
"Kenya Huggins","sa3020609",0.693815,NA,NA,NA
"Kenyi Perez","sa3016008",0.69596,NA,NA,NA
"Kenyon Yovan","sa3016839",0.6988365,NA,NA,NA
"Keone Kela","14696",0.725656,NA,NA,NA
"Kervin Castro","21656",0.721182,NA,NA,NA
"Keuri Almonte","sa3021779",0.679302,NA,NA,NA
"Kevin Abel","sa3017879",0.679232,NA,NA,NA
"Kevin Briceno","sa3017317",0.667212,NA,NA,NA
"Kevin Camacho","sa3021577",0.675494,NA,NA,NA
"Kevin Coulter","sa3010115",0.713678,NA,NA,NA
"Kevin Gadea","sa735841",0.712166,NA,NA,NA
"Kevin Garcia","sa3006516",0.688859,NA,NA,NA
"Kevin Gausman","14107",0.728829647058823,0.734,"REZ1",0.992955922423465
"Kevin Ginkel","19876",0.744016,0.751,"REZ1",0.990700399467377
"Kevin Gowdy","sa917928",0.7041845,NA,NA,NA
"Kevin Herget","15369",0.704807411764706,0.66,"REZ1",1.06789001782531
"Kevin Kelly","25679",0.714812941176471,0.726,"REZ1",0.984590828066764
"Kevin Kopps","sa3017005",0.702403,NA,NA,NA
"Kevin Malisheski","sa919034",0.71464,NA,NA,NA
"Kevin Milam","sa3010819",0.697957,NA,NA,NA
"Kevin Miranda","sa3020757",0.699146,NA,NA,NA
"Kevin Rodriguez","sa3008683",0.691492,NA,NA,NA
"Kevin Smith","sa3007710",0.714957,NA,NA,NA
"Kevin Stevens","sa3020613",0.70904,NA,NA,NA
"Kevin Tejada","sa3022046",0.675655,NA,NA,NA
"Kevin Valdez","sa3019052",0.68471,NA,NA,NA
"Kevin Velasco","sa3021524",0.671743,NA,NA,NA
"Kevison Hernandez","sa3016620",0.67488,NA,NA,NA
"Keylan Killgore","sa3008069",0.7088585,NA,NA,NA
"Keynan Middleton","15264",0.739831411764706,0.759,"REZ1",0.974744943036503
"Keyner Benitez","sa3021795",0.691342,NA,NA,NA
"Keyshawn Askew","sa3017916",0.694823,NA,NA,NA
"Keythel Key","sa3016282",0.697737,NA,NA,NA
"Keywill Cedeno","sa3021763",0.678353,NA,NA,NA
"Khristian Curtis","sa3023473",0.677641,NA,NA,NA
"Khristian Guevara","sa3019122",0.675914,NA,NA,NA
"Kikito Severino","sa3016030",0.690931,NA,NA,NA
"Kinn Omosako","sa3016948",0.677953,NA,NA,NA
"Kirby Snead","19179",0.690052545454545,0.651,"REZ1",1.05998854908532
"Kirby Yates","9073",0.734886117647059,0.681,"REZ1",1.07912792606029
"Kirk McCarty","20555",0.722048,NA,NA,NA
"Kleiber Olmedo","sa3022420",0.692323,NA,NA,NA
"Kleyderve Andrade","sa3019745",0.704171,NA,NA,NA
"Kobe Robinson","sa3017764",0.695824,NA,NA,NA
"Kodai Senga","31838",0.745909529411765,0.742,"REZ1",1.00526890756303
"Kodi Whitley","19731",0.7112,NA,NA,NA
"Kody Clemens","20572",0.684932,NA,NA,NA
"Kody Funderburk","24993",0.719561882352941,0.72,"REZ1",0.999391503267974
"Koen Moreno","sa3014509",0.69472,NA,NA,NA
"Kohei Arihara","27505",0.699831,NA,NA,NA
"Kohl Drake","sa3021723",0.694568,NA,NA,NA
"Kohl Franklin","sa3008335",0.698082,NA,NA,NA
"Kohl Simas","sa3016949",0.702863,NA,NA,NA
"Kohl Stewart","15502",0.694626,NA,NA,NA
"Kolby Allard","18694",0.698903411764706,0.69,"REZ1",1.01290349531117
"Kolby Kubichek","sa3017271",0.710749,NA,NA,NA
"Kole Ramage","sa3020262",0.696474,NA,NA,NA
"Kolton Curtis","sa3022381",0.682733,NA,NA,NA
"Kolton Ingram","26068",0.719998333333333,0.708,"REZ1",1.01694679849341
"Konner Wade","14655",0.698413,NA,NA,NA
"Konnor Ash","sa3017503",0.7075825,NA,NA,NA
"Konnor Pilkington","21453",0.69308625,0.588,"REZ1",1.1787181122449
"Kris Anglin","sa3017612",0.690568,NA,NA,NA
"Kris Bubic","21455",0.717291294117647,0.728,"REZ1",0.985290239172592
"Krisspy Valdez","sa3019116",0.679149,NA,NA,NA
"Kristian Cardozo","sa3014706",0.679744,NA,NA,NA
"Kristofer Bow","sa3020607",0.693195,NA,NA,NA
"Kumar Nambiar","sa3010666",0.700944,NA,NA,NA
"Kumar Rocker","31843",0.724281764705882,0.714,"REZ1",1.01440023068051
"Kutter Crawford","20531",0.708343764705882,0.749,"REZ1",0.945719312023875
"Kwang Hyun Kim","27458",0.715836,NA,NA,NA
"Ky Bush","29823",0.699973454545454,0.698,"REZ1",1.00282729877572
"Kyle Amendt","sa3022904",0.758422333333333,NA,NA,NA
"Kyle Backhus","sa3017068",0.71823,NA,NA,NA
"Kyle Barraclough","13713",0.692378333333333,0.641,"REZ1",1.08015340613625
"Kyle Bird","16618",0.730578,NA,NA,NA
"Kyle Bischoff","sa3022176",0.7090055,NA,NA,NA
"Kyle Bradish","24586",0.732538588235294,0.705,"REZ1",1.03906182728411
"Kyle Brnovich","sa3014923",0.6979985,NA,NA,NA
"Kyle Carr","sa3023444",0.704827,NA,NA,NA
"Kyle Cody","19686",0.6919875,NA,NA,NA
"Kyle Crick","13182",0.715314,NA,NA,NA
"Kyle Crigger","sa3019884",0.708438,NA,NA,NA
"Kyle Dohy","20334",0.722719,NA,NA,NA
"Kyle Dowdy","19285",0.720688,NA,NA,NA
"Kyle Finnegan","15009",0.716592705882353,0.676,"REZ1",1.06004838148277
"Kyle Freeland","16256",0.682619647058823,0.714,"REZ1",0.956049925852694
"Kyle Funkhouser","19456",0.722776,NA,NA,NA
"Kyle Gibson","10123",0.710795529411765,0.739,"REZ1",0.961834275252726
"Kyle Glogoski","sa3007464",0.71701,NA,NA,NA
"Kyle Harrison","27758",0.709064470588235,0.685,"REZ1",1.03513061399742
"Kyle Hart","19646",0.701669666666667,NA,NA,NA
"Kyle Hendricks","12049",0.682802352941176,0.701,"REZ1",0.974040446421079
"Kyle Hill","sa3009922",0.731585,NA,NA,NA
